id,name,tdl,idgfam,y
273,5-hydroxytryptamine receptor 5A,Tchem,GPCR,-1
274,5-hydroxytryptamine receptor 6,Tchem,GPCR,-1
75,5-hydroxytryptamine receptor 7,Tclin,GPCR,-1
171,Adenosine receptor A1,Tclin,GPCR,-1
79,Adenosine receptor A2a,Tclin,GPCR,-1
278,Adenosine receptor A3,Tchem,GPCR,-1
512,Adhesion G-protein coupled receptor G5,Tdark,GPCR,-1
306,Alpha-1A adrenergic receptor,Tclin,GPCR,-1
587,Alpha-1B adrenergic receptor,Tclin,GPCR,-1
495,Alpha-1D adrenergic receptor,Tclin,GPCR,-1
353,Alpha-2A adrenergic receptor,Tclin,GPCR,-1
496,Alpha-2B adrenergic receptor,Tclin,GPCR,-1
540,Alpha-2C adrenergic receptor,Tclin,GPCR,-1
662,Beta-1 adrenergic receptor,Tclin,GPCR,-1
663,Beta-2 adrenergic receptor,Tclin,GPCR,-1
502,Beta-3 adrenergic receptor,Tclin,GPCR,-1
1642,Bombesin receptor subtype-3,Tchem,GPCR,-1
2299,C-C chemokine receptor type 2,Tchem,GPCR,-1
2548,C-C chemokine receptor type 5,Tclin,GPCR,-1
4221,C-X-C chemokine receptor type 4,Tclin,GPCR,-1
3614,Cannabinoid receptor 1,Tclin,GPCR,-1
3336,Cannabinoid receptor 2,Tchem,GPCR,-1
3194,Cysteinyl leukotriene receptor 1,Tclin,GPCR,-1
4989,D(1A) dopamine receptor,Tclin,GPCR,-1
4899,D(1B) dopamine receptor,Tchem,GPCR,-1
4898,D(2) dopamine receptor,Tclin,GPCR,-1
4950,D(3) dopamine receptor,Tclin,GPCR,-1
4900,D(4) dopamine receptor,Tchem,GPCR,-1
12127,Delta-type opioid receptor,Tclin,GPCR,-1
5148,Endothelin B receptor,Tclin,GPCR,-1
4974,Endothelin-1 receptor,Tclin,GPCR,-1
2048,Extracellular calcium-sensing receptor,Tclin,GPCR,-1
6895,G-protein coupled receptor 55,Tbio,GPCR,-1
6588,Galanin receptor type 3,Tchem,GPCR,-1
6357,Gamma-aminobutyric acid type B receptor subunit 2,Tclin,GPCR,-1
6700,Gastrin/cholecystokinin type B receptor,Tclin,GPCR,-1
6762,Glucagon-like peptide 1 receptor,Tclin,GPCR,-1
7639,Histamine H1 receptor,Tclin,GPCR,-1
7545,Histamine H2 receptor,Tclin,GPCR,-1
7546,Histamine H3 receptor,Tclin,GPCR,-1
7613,Histamine H4 receptor,Tchem,GPCR,-1
12296,Kappa-type opioid receptor,Tclin,GPCR,-1
10007,Melanocortin receptor 3,Tchem,GPCR,-1
9881,Melanocortin receptor 4,Tchem,GPCR,-1
10181,Melanocortin receptor 5,Tchem,GPCR,-1
11921,Mu-type opioid receptor,Tclin,GPCR,-1
295,Muscarinic acetylcholine receptor M1,Tclin,GPCR,-1
296,Muscarinic acetylcholine receptor M2,Tclin,GPCR,-1
297,Muscarinic acetylcholine receptor M3,Tclin,GPCR,-1
298,Muscarinic acetylcholine receptor M4,Tclin,GPCR,-1
485,Muscarinic acetylcholine receptor M5,Tclin,GPCR,-1
6933,N-arachidonyl glycine receptor,Tbio,GPCR,-1
11502,Neuropeptide S receptor,Tchem,GPCR,-1
11270,Neuropeptide Y receptor type 1,Tchem,GPCR,-1
12014,Nociceptin receptor,Tchem,GPCR,-1
12490,P2Y purinoceptor 1,Tchem,GPCR,-1
12438,P2Y purinoceptor 11,Tbio,GPCR,-1
12588,P2Y purinoceptor 12,Tclin,GPCR,-1
12369,P2Y purinoceptor 2,Tclin,GPCR,-1
12851,Prostaglandin D2 receptor 2,Tchem,GPCR,-1
12826,Prostaglandin E2 receptor EP1 subtype,Tclin,GPCR,-1
12870,Prostaglandin E2 receptor EP2 subtype,Tclin,GPCR,-1
12721,Prostaglandin E2 receptor EP3 subtype,Tclin,GPCR,-1
12766,Prostaglandin E2 receptor EP4 subtype,Tclin,GPCR,-1
12627,Proteinase-activated receptor 2,Tchem,GPCR,-1
16440,Somatostatin receptor type 5,Tclin,GPCR,-1
11534,Substance-K receptor,Tchem,GPCR,-1
11378,Substance-P receptor,Tclin,GPCR,-1
17035,Thromboxane A2 receptor,Tclin,GPCR,-1
16835,Trace amine-associated receptor 1,Tclin,GPCR,-1
18773,Vasopressin V1a receptor,Tclin,GPCR,-1
18745,Vasopressin V2 receptor,Tclin,GPCR,-1
272,5-hydroxytryptamine receptor 3A,Tclin,IC,-1
167,5-hydroxytryptamine receptor 3D,Tchem,IC,-1
395,Acetylcholine receptor subunit beta,Tclin,IC,-1
1107,Acid-sensing ion channel 3,Tchem,IC,-1
3020,Cystic fibrosis transmembrane conductance regulator,Tclin,IC,-1
6534,Gamma-aminobutyric acid receptor subunit alpha-1,Tclin,IC,-1
6634,Gamma-aminobutyric acid receptor subunit alpha-2,Tclin,IC,-1
6457,Gamma-aminobutyric acid receptor subunit alpha-4,Tclin,IC,-1
6664,Gamma-aminobutyric acid receptor subunit alpha-5,Tclin,IC,-1
6536,Gamma-aminobutyric acid receptor subunit alpha-6,Tclin,IC,-1
6635,Gamma-aminobutyric acid receptor subunit beta-1,Tclin,IC,-1
6665,Gamma-aminobutyric acid receptor subunit beta-2,Tclin,IC,-1
6458,Gamma-aminobutyric acid receptor subunit beta-3,Tclin,IC,-1
6538,Gamma-aminobutyric acid receptor subunit epsilon,Tclin,IC,-1
6666,Gamma-aminobutyric acid receptor subunit gamma-2,Tclin,IC,-1
6539,Gamma-aminobutyric acid receptor subunit gamma-3,Tclin,IC,-1
11482,"Glutamate receptor ionotropic, NMDA 1",Tclin,IC,-1
11382,"Glutamate receptor ionotropic, NMDA 2A",Tclin,IC,-1
11185,"Glutamate receptor ionotropic, NMDA 3A",Tclin,IC,-1
6736,Glycine receptor subunit alpha-1,Tclin,IC,-1
6869,Glycine receptor subunit alpha-3,Tchem,IC,-1
343,Neuronal acetylcholine receptor subunit alpha-3,Tclin,IC,-1
292,Neuronal acetylcholine receptor subunit alpha-4,Tclin,IC,-1
197,Neuronal acetylcholine receptor subunit beta-2,Tclin,IC,-1
135,Neuronal acetylcholine receptor subunit beta-4,Tclin,IC,-1
8622,Potassium voltage-gated channel subfamily A member 3,Tclin,IC,-1
8624,Potassium voltage-gated channel subfamily A member 5,Tclin,IC,-1
8443,Potassium voltage-gated channel subfamily E member 1,Tbio,IC,-1
8445,Potassium voltage-gated channel subfamily H member 1,Tclin,IC,-1
8446,Potassium voltage-gated channel subfamily H member 2,Tclin,IC,-1
8636,Potassium voltage-gated channel subfamily KQT member 2,Tclin,IC,-1
8697,Potassium voltage-gated channel subfamily KQT member 3,Tclin,IC,-1
7331,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2,Tclin,IC,-1
18212,Short transient receptor potential channel 5,Tchem,IC,-1
15220,Sodium channel protein type 2 subunit alpha,Tclin,IC,-1
15376,Sodium channel protein type 4 subunit alpha,Tclin,IC,-1
15162,Sodium channel protein type 5 subunit alpha,Tclin,IC,-1
15252,Sulfate anion transporter 1,Tbio,IC,-1
18081,Transient receptor potential cation channel subfamily M member 2,Tchem,IC,-1
18120,Transient receptor potential cation channel subfamily V member 1,Tclin,IC,-1
1909,Voltage-dependent L-type calcium channel subunit alpha-1C,Tclin,IC,-1
1908,Voltage-dependent N-type calcium channel subunit alpha-1B,Tclin,IC,-1
12586,3-phosphoinositide-dependent protein kinase 1,Tchem,Kinase,-1
382,5'-AMP-activated protein kinase catalytic subunit alpha-1,Tchem,Kinase,-1
17296,Angiopoietin-1 receptor,Tclin,Kinase,-1
8766,Calcium/calmodulin-dependent protein kinase type IV,Tbio,Kinase,-1
8424,cAMP-dependent protein kinase catalytic subunit alpha,Tchem,Kinase,-1
2646,Cyclin-dependent kinase 1,Tchem,Kinase,-1
2470,Cyclin-dependent kinase 2,Tchem,Kinase,-1
2563,Cyclin-dependent kinase 4,Tclin,Kinase,-1
1871,Cytoplasmic tyrosine-protein kinase BMX,Tchem,Kinase,-1
4416,Death-associated protein kinase 1,Tchem,Kinase,-1
10590,Dual specificity mitogen-activated protein kinase kinase 1,Tclin,Kinase,-1
10408,Dual specificity mitogen-activated protein kinase kinase 2,Tclin,Kinase,-1
2975,Dual specificity protein kinase CLK2,Tchem,Kinase,-1
2976,Dual specificity protein kinase CLK4,Tchem,Kinase,-1
5008,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,Tchem,Kinase,-1
5330,Epidermal growth factor receptor,Tclin,Kinase,-1
5763,Focal adhesion kinase 1,Tchem,Kinase,-1
7191,Glycogen synthase kinase-3 alpha,Tclin,Kinase,-1
7081,Glycogen synthase kinase-3 beta,Tclin,Kinase,-1
11606,High affinity nerve growth factor receptor,Tchem,Kinase,-1
7862,Inhibitor of nuclear factor kappa-B kinase subunit alpha,Tchem,Kinase,-1
8014,Inhibitor of nuclear factor kappa-B kinase subunit beta,Tchem,Kinase,-1
7853,Insulin-like growth factor 1 receptor,Tclin,Kinase,-1
8219,Integrin-linked protein kinase,Tbio,Kinase,-1
8458,Interleukin-1 receptor-associated kinase 1,Tchem,Kinase,-1
9869,MAP kinase-activated protein kinase 5,Tchem,Kinase,-1
10425,Mitogen-activated protein kinase 1,Tchem,Kinase,-1
10395,Mitogen-activated protein kinase 3,Tchem,Kinase,-1
10396,Mitogen-activated protein kinase 8,Tchem,Kinase,-1
10426,Mitogen-activated protein kinase 9,Tchem,Kinase,-1
10030,Mitogen-activated protein kinase kinase kinase 5,Tchem,Kinase,-1
13082,Phosphatidylinositol 3-kinase catalytic subunit type 3,Tchem,Kinase,-1
9302,Protein kinase C delta type,Tclin,Kinase,-1
8733,Protein kinase C epsilon type,Tchem,Kinase,-1
9303,Protein kinase C theta type,Tchem,Kinase,-1
16430,Proto-oncogene tyrosine-protein kinase Src,Tclin,Kinase,-1
572,RAC-alpha serine/threonine-protein kinase,Tchem,Kinase,-1
5614,Receptor tyrosine-protein kinase erbB-2,Tclin,Kinase,-1
8960,Ribosomal protein S6 kinase beta-1,Tchem,Kinase,-1
1283,Serine-protein kinase ATM,Tchem,Kinase,-1
1354,Serine/threonine-protein kinase ATR,Tchem,Kinase,-1
2850,Serine/threonine-protein kinase Chk1,Tchem,Kinase,-1
10620,Serine/threonine-protein kinase mTOR,Tclin,Kinase,-1
13123,Serine/threonine-protein kinase pim-1,Tchem,Kinase,-1
8785,"Thymidine kinase 2, mitochondrial",Tchem,Kinase,-1
16923,Transcription initiation factor TFIID subunit 1,Tbio,Kinase,-1
232,Tyrosine-protein kinase ABL1,Tclin,Kinase,-1
6571,Tyrosine-protein kinase Fyn,Tclin,Kinase,-1
8299,Tyrosine-protein kinase JAK3,Tclin,Kinase,-1
9243,Tyrosine-protein kinase Lck,Tclin,Kinase,-1
9707,Tyrosine-protein kinase Lyn,Tclin,Kinase,-1
19221,Tyrosine-protein kinase Yes,Tclin,Kinase,-1
1023,Androgen receptor,Tclin,NR,-1
11594,Bile acid receptor,Tclin,NR,-1
3536,COUP transcription factor 2,Tbio,NR,-1
5321,Estrogen receptor,Tclin,NR,-1
5626,Estrogen receptor beta,Tclin,NR,-1
5550,Estrogen-related receptor gamma,Tchem,NR,-1
6673,Glucocorticoid receptor,Tclin,NR,-1
20186,Nuclear receptor ROR-gamma,Tchem,NR,-1
11273,Nuclear receptor subfamily 1 group I member 2,Tchem,NR,-1
11276,Nuclear receptor subfamily 1 group I member 3,Tchem,NR,-1
11560,Nuclear receptor subfamily 4 group A member 1,Tbio,NR,-1
13264,Peroxisome proliferator-activated receptor alpha,Tclin,NR,-1
13345,Peroxisome proliferator-activated receptor delta,Tchem,NR,-1
13492,Peroxisome proliferator-activated receptor gamma,Tclin,NR,-1
13663,Progesterone receptor,Tclin,NR,-1
14127,Retinoic acid receptor beta,Tclin,NR,-1
15238,Retinoic acid receptor RXR-alpha,Tclin,NR,-1
15108,Retinoic acid receptor RXR-beta,Tclin,NR,-1
15109,Retinoic acid receptor RXR-gamma,Tclin,NR,-1
5361,Steroid hormone receptor ERR1,Tchem,NR,-1
5412,Steroid hormone receptor ERR2,Tchem,NR,-1
16453,Steroidogenic factor 1,Tchem,NR,-1
17157,Thyroid hormone receptor alpha,Tclin,NR,-1
17228,Thyroid hormone receptor beta,Tclin,NR,-1
18753,Vitamin D3 receptor,Tclin,NR,-1
3647,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial",Tchem,NULL,-1
146,14-3-3 protein zeta/delta,Tbio,NULL,-1
12919,15-hydroxyprostaglandin dehydrogenase [NAD(+)],Tchem,NULL,-1
12114,2'-5'-oligoadenylate synthase 1,Tbio,NULL,-1
71,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,Tclin,NULL,-1
5088,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",Tchem,NULL,-1
7525,3-hydroxy-3-methylglutaryl-coenzyme A reductase,Tclin,NULL,-1
7329,3-hydroxyacyl-CoA dehydrogenase type-2,Tbio,NULL,-1
14929,40S ribosomal protein S6,Tbio,NULL,-1
22,5'-nucleotidase,Tbio,NULL,-1
14641,60S acidic ribosomal protein P0,Tbio,NULL,-1
10482,72 kDa type IV collagenase,Tchem,NULL,-1
7266,78 kDa glucose-regulated protein,Tchem,NULL,-1
394,Acetylcholinesterase,Tclin,NULL,-1
537,"Actin, cytoplasmic 1",Tbio,NULL,-1
9574,Acyl-protein thioesterase 2,Tchem,NULL,-1
309,Adenosine deaminase-like protein,Tdark,NULL,-1
15143,Adenosylhomocysteinase,Tchem,NULL,-1
461,Adiponectin,Tbio,NULL,-1
601,Adiponectin receptor protein 2,Tbio,NULL,-1
661,ADM,Tbio,NULL,-1
555,Afamin,Tbio,NULL,-1
609,Alcohol dehydrogenase [NADP(+)],Tchem,NULL,-1
721,Aldehyde oxidase,Tbio,NULL,-1
519,Aldo-keto reductase family 1 member B10,Tchem,NULL,-1
520,Aldo-keto reductase family 1 member C1,Tchem,NULL,-1
521,Aldo-keto reductase family 1 member C2,Tchem,NULL,-1
522,Aldo-keto reductase family 1 member C3,Tchem,NULL,-1
569,Aldo-keto reductase family 1 member C4,Tbio,NULL,-1
620,Aldose reductase,Tclin,NULL,-1
13265,"Alkaline phosphatase, tissue-nonspecific isozyme",Tchem,NULL,-1
376,Alpha-1-antitrypsin,Tbio,NULL,-1
7848,Alpha-L-iduronidase,Tbio,NULL,-1
16795,Alpha-synuclein,Tchem,NULL,-1
719,Amine oxidase [flavin-containing] A,Tclin,NULL,-1
720,Amine oxidase [flavin-containing] B,Tclin,NULL,-1
919,Aminopeptidase N,Tchem,NULL,-1
123,Amyloid beta A4 protein,Tchem,NULL,-1
625,Angiomotin-like protein 2,Tbio,NULL,-1
715,Antithrombin-III,Tclin,NULL,-1
892,Apolipoprotein B receptor,Tbio,NULL,-1
1613,Apoptosis regulator BAX,Tchem,NULL,-1
1673,Apoptosis regulator Bcl-2,Tclin,NULL,-1
9427,Arachidonate 15-lipoxygenase,Tchem,NULL,-1
9569,Arachidonate 15-lipoxygenase B,Tchem,NULL,-1
9490,Arachidonate 5-lipoxygenase,Tclin,NULL,-1
1121,Arfaptin-2,Tbio,NULL,-1
1090,Arginase-1,Tchem,NULL,-1
3588,Aromatase,Tclin,NULL,-1
564,Aryl hydrocarbon receptor,Tchem,NULL,-1
1136,Aryl hydrocarbon receptor nuclear translocator,Tbio,NULL,-1
80,Arylacetamide deacetylase,Tbio,NULL,-1
1519,Ataxin-2,Tbio,NULL,-1
1411,"ATP synthase-coupling factor 6, mitochondrial",Tbio,NULL,-1
389,ATP-binding cassette sub-family G member 2,Tchem,NULL,-1
14091,ATP-dependent DNA helicase Q1,Tbio,NULL,-1
1247,ATPase family AAA domain-containing protein 5,Tbio,NULL,-1
908,Aurora kinase A-interacting protein,Tchem,NULL,-1
1594,Baculoviral IAP repeat-containing protein 5,Tchem,NULL,-1
1465,Bcl-2-binding component 3,Tbio,NULL,-1
1450,Bcl-2-like protein 1,Tchem,NULL,-1
1459,Bcl2-associated agonist of cell death,Tchem,NULL,-1
1724,Beta-glucuronidase,Tchem,NULL,-1
11168,Beta-nerve growth factor,Tchem,NULL,-1
1392,Beta-secretase 1,Tchem,NULL,-1
1547,BH3-interacting domain death agonist,Tbio,NULL,-1
85,Bile salt export pump,Tchem,NULL,-1
16569,Bile salt sulfotransferase,Tbio,NULL,-1
1686,Bone morphogenetic protein 7,Tbio,NULL,-1
1501,Breast cancer anti-estrogen resistance protein 1,Tbio,NULL,-1
1464,Bromodomain adjacent to zinc finger domain protein 2B,Tchem,NULL,-1
2620,C-C motif chemokine 2,Tchem,NULL,-1
2789,C-C motif chemokine 3,Tbio,NULL,-1
2441,C-C motif chemokine 4,Tbio,NULL,-1
2545,C-C motif chemokine 5,Tchem,NULL,-1
3184,C-type lectin domain family 14 member A,Tbio,NULL,-1
4121,C-X-C motif chemokine 10,Tbio,NULL,-1
1922,Calmodulin,Tclin,NULL,-1
1860,Calpain-2 catalytic subunit,Tchem,NULL,-1
12754,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",Tclin,NULL,-1
10601,Canalicular multispecific organic anion transporter 1,Tbio,NULL,-1
10463,Canalicular multispecific organic anion transporter 2,Tbio,NULL,-1
1790,Carbonic anhydrase 1,Tclin,NULL,-1
2106,Carbonic anhydrase 12,Tclin,NULL,-1
1978,Carbonic anhydrase 13,Tclin,NULL,-1
2107,Carbonic anhydrase 14,Tclin,NULL,-1
2108,Carbonic anhydrase 2,Tclin,NULL,-1
1851,Carbonic anhydrase 3,Tclin,NULL,-1
1852,Carbonic anhydrase 4,Tclin,NULL,-1
1979,"Carbonic anhydrase 5A, mitochondrial",Tclin,NULL,-1
1980,"Carbonic anhydrase 5B, mitochondrial",Tclin,NULL,-1
1918,Carbonic anhydrase 6,Tclin,NULL,-1
1853,Carbonic anhydrase 7,Tclin,NULL,-1
2179,Carbonic anhydrase 9,Tclin,NULL,-1
2514,Carboxypeptidase B2,Tchem,NULL,-1
3833,"Carnitine O-palmitoyltransferase 2, mitochondrial",Tchem,NULL,-1
2045,Caspase-2,Tchem,NULL,-1
1991,Caspase-3,Tchem,NULL,-1
2258,Caspase-6,Tchem,NULL,-1
2046,Caspase-7,Tchem,NULL,-1
2331,Caspase-8,Tchem,NULL,-1
2047,Caspase-9,Tchem,NULL,-1
3691,Catechol O-methyltransferase,Tclin,NULL,-1
4159,Catenin beta-1,Tchem,NULL,-1
2396,Cathepsin B,Tchem,NULL,-1
1993,Cathepsin K,Tchem,NULL,-1
2398,Cathepsin L1,Tchem,NULL,-1
2336,Cathepsin L2,Tchem,NULL,-1
2119,Cathepsin S,Tchem,NULL,-1
4107,Cationic amino acid transporter 2,Tbio,NULL,-1
2821,CCAAT/enhancer-binding protein beta,Tbio,NULL,-1
12279,Cellular tumor antigen p53,Tchem,NULL,-1
3593,Cholesterol 24-hydroxylase,Tbio,NULL,-1
3542,"Cholesterol side-chain cleavage enzyme, mitochondrial",Tclin,NULL,-1
2908,Cholesteryl ester transfer protein,Tchem,NULL,-1
3247,Choline O-acetyltransferase,Tchem,NULL,-1
3083,Choriogonadotropin subunit beta,Tdark,NULL,-1
2599,Chromobox protein homolog 1,Tbio,NULL,-1
3325,Chymase,Tchem,NULL,-1
2484,Chymotrypsin-like elastase family member 1,Tchem,NULL,-1
5824,Coagulation factor VII,Tchem,NULL,-1
5903,Coagulation factor VIII,Tbio,NULL,-1
5970,Coagulation factor X,Tclin,NULL,-1
5703,Cocaine esterase,Tchem,NULL,-1
10366,Collagenase 3,Tclin,NULL,-1
1317,Copper-transporting ATPase 1,Tbio,NULL,-1
4415,Corticosteroid 11-beta-dehydrogenase isozyme 1,Tchem,NULL,-1
4541,Corticosteroid 11-beta-dehydrogenase isozyme 2,Tchem,NULL,-1
2342,CREB-binding protein,Tchem,NULL,-1
1371,Cyclic AMP-dependent transcription factor ATF-1,Tchem,NULL,-1
1372,Cyclic AMP-dependent transcription factor ATF-2,Tbio,NULL,-1
1188,Cyclic AMP-dependent transcription factor ATF-3,Tbio,NULL,-1
1278,Cyclic AMP-dependent transcription factor ATF-6 alpha,Tbio,NULL,-1
3982,Cyclic AMP-responsive element-binding protein 1,Tbio,NULL,-1
2566,Cyclin-dependent kinase inhibitor 1,Tbio,NULL,-1
2387,Cyclin-dependent kinase inhibitor 1B,Tbio,NULL,-1
2650,Cyclin-dependent kinase inhibitor 1C,Tbio,NULL,-1
4126,Cytochrome c,Tbio,NULL,-1
3484,Cytochrome c oxidase subunit 2,Tchem,NULL,-1
1959,"Cytochrome P450 11B1, mitochondrial",Tclin,NULL,-1
1824,"Cytochrome P450 11B2, mitochondrial",Tchem,NULL,-1
3544,Cytochrome P450 1A1,Tchem,NULL,-1
3704,Cytochrome P450 1A2,Tchem,NULL,-1
3897,Cytochrome P450 1B1,Tchem,NULL,-1
3967,Cytochrome P450 2A13,Tbio,NULL,-1
3650,Cytochrome P450 2A6,Tchem,NULL,-1
3968,Cytochrome P450 2B6,Tbio,NULL,-1
3822,Cytochrome P450 2C18,Tbio,NULL,-1
3545,Cytochrome P450 2C19,Tchem,NULL,-1
3705,Cytochrome P450 2C8,Tbio,NULL,-1
3590,Cytochrome P450 2C9,Tchem,NULL,-1
3651,Cytochrome P450 2D6,Tclin,NULL,-1
3752,Cytochrome P450 2E1,Tbio,NULL,-1
3824,Cytochrome P450 2J2,Tchem,NULL,-1
3827,Cytochrome P450 3A4,Tclin,NULL,-1
3592,Cytochrome P450 3A5,Tclin,NULL,-1
3754,Cytochrome P450 3A7,Tclin,NULL,-1
3902,Cytochrome P450 4A11,Tbio,NULL,-1
3653,Cytochrome P450 4F12,Tdark,NULL,-1
12377,Cytosolic phospholipase A2,Tchem,NULL,-1
4588,Dehydrogenase/reductase SDR family member 9,Tbio,NULL,-1
4474,Dermcidin,Tbio,NULL,-1
5054,Dihydrofolate reductase,Tclin,NULL,-1
6058,Dimethylaniline monooxygenase [N-oxide-forming] 1,Tbio,NULL,-1
6120,Dimethylaniline monooxygenase [N-oxide-forming] 3,Tbio,NULL,-1
11637,Diphosphoinositol polyphosphate phosphohydrolase 3-alpha,Tbio,NULL,-1
11638,Diphosphoinositol polyphosphate phosphohydrolase 3-beta,Tdark,NULL,-1
4877,DNA (cytosine-5)-methyltransferase 1,Tclin,NULL,-1
4485,DNA damage-inducible transcript 3 protein,Tchem,NULL,-1
4442,DNA fragmentation factor subunit alpha,Tbio,NULL,-1
10431,DNA mismatch repair protein Mlh1,Tbio,NULL,-1
4943,DNA polymerase beta,Tchem,NULL,-1
13387,DNA polymerase eta,Tbio,NULL,-1
13253,DNA polymerase iota,Tbio,NULL,-1
17595,DNA topoisomerase 2-alpha,Tclin,NULL,-1
981,DNA-(apurinic or apyrimidinic site) lyase,Tchem,NULL,-1
4639,Dopamine beta-hydroxylase,Tchem,NULL,-1
4959,Dual specificity protein phosphatase 1,Tchem,NULL,-1
9631,E-selectin,Tchem,NULL,-1
10015,E3 ubiquitin-protein ligase Mdm2,Tchem,NULL,-1
15737,E3 ubiquitin-protein ligase SIAH1,Tbio,NULL,-1
5184,Early growth response protein 1,Tbio,NULL,-1
5172,Ecto-NOX disulfide-thiol exchanger 2,Tbio,NULL,-1
5346,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1,Tchem,NULL,-1
5147,Endothelin-1,Tbio,NULL,-1
2292,Eotaxin,Tbio,NULL,-1
15188,Equilibrative nucleoside transporter 1,Tclin,NULL,-1
15124,Equilibrative nucleoside transporter 3,Tbio,NULL,-1
4492,Estradiol 17-beta-dehydrogenase 1,Tchem,NULL,-1
16621,Estrogen sulfotransferase,Tchem,NULL,-1
5193,ETS domain-containing protein Elk-1,Tbio,NULL,-1
8000,Eukaryotic translation initiation factor 2 subunit 1,Tbio,NULL,-1
5105,Eukaryotic translation initiation factor 2A,Tbio,NULL,-1
20,Eukaryotic translation initiation factor 4E-binding protein 1,Tbio,NULL,-1
5944,Eyes absent homolog 2,Tbio,NULL,-1
5715,Eyes absent homolog 3,Tbio,NULL,-1
5500,Ezrin,Tbio,NULL,-1
6020,FAS-associated death domain protein,Tbio,NULL,-1
6075,Fatty acid synthase,Tchem,NULL,-1
6245,Fibrinogen alpha chain,Tbio,NULL,-1
6108,Fibrinogen beta chain,Tbio,NULL,-1
6154,Fibrinogen gamma chain,Tbio,NULL,-1
6046,Fibroblast growth factor 2,Tchem,NULL,-1
6239,Fibroblast growth factor 7,Tbio,NULL,-1
6113,Fibronectin,Tchem,NULL,-1
6354,Fizzy-related protein homolog,Tbio,NULL,-1
6095,Flap endonuclease 1,Tchem,NULL,-1
15403,Folate transporter 1,Tchem,NULL,-1
6228,Forkhead box protein O1,Tbio,NULL,-1
6335,Fos-related antigen 1,Tbio,NULL,-1
5800,"Fructose-1,6-bisphosphatase 1",Tchem,NULL,-1
2547,G1/S-specific cyclin-D1,Tchem,NULL,-1
2624,G1/S-specific cyclin-E1,Tchem,NULL,-1
2443,G2/mitotic-specific cyclin-B1,Tchem,NULL,-1
6330,Galactokinase,Tchem,NULL,-1
6753,Gamma-glutamyltranspeptidase 1,Tbio,NULL,-1
6776,Geminin,Tbio,NULL,-1
6871,Glucagon,Tbio,NULL,-1
6581,Glucose-6-phosphate 1-dehydrogenase,Tchem,NULL,-1
7124,Glutathione peroxidase 1,Tbio,NULL,-1
7141,"Glutathione reductase, mitochondrial",Tclin,NULL,-1
7192,Glutathione S-transferase A1,Tchem,NULL,-1
7143,Glutathione S-transferase A3,Tbio,NULL,-1
7083,Glutathione S-transferase Mu 1,Tbio,NULL,-1
7084,Glutathione S-transferase Mu 2,Tchem,NULL,-1
7029,Glutathione S-transferase Mu 3,Tbio,NULL,-1
7194,Glutathione S-transferase omega-1,Tbio,NULL,-1
7299,Glutathione S-transferase P,Tchem,NULL,-1
6578,Glyceraldehyde-3-phosphate dehydrogenase,Tchem,NULL,-1
6760,Glycoprotein hormones alpha chain,Tbio,NULL,-1
4044,Granulocyte colony-stimulating factor,Tbio,NULL,-1
3856,Granulocyte-macrophage colony-stimulating factor,Tbio,NULL,-1
7064,Granzyme M,Tbio,NULL,-1
6948,Gremlin-1,Tbio,NULL,-1
7133,Growth-regulated alpha protein,Tbio,NULL,-1
6603,Growth/differentiation factor 15,Tbio,NULL,-1
14134,GTPase KRas,Tbio,NULL,-1
7553,Heat shock 70 kDa protein 1A,Tchem,NULL,-1
7594,Heat shock cognate 71 kDa protein,Tchem,NULL,-1
7615,Heat shock factor protein 1,Tbio,NULL,-1
7644,Heat shock protein HSP 90-alpha,Tchem,NULL,-1
7575,Heme oxygenase 1,Tbio,NULL,-1
7465,Hepatocyte growth factor activator,Tchem,NULL,-1
7734,Heterochromatin protein 1-binding protein 3,Tbio,NULL,-1
15502,High affinity choline transporter 1,Tchem,NULL,-1
3742,High affinity copper uptake protein 1,Tbio,NULL,-1
7569,High mobility group protein B1,Tbio,NULL,-1
4355,Histidine decarboxylase,Tbio,NULL,-1
8676,Histone acetyltransferase KAT2A,Tbio,NULL,-1
5209,Histone acetyltransferase p300,Tchem,NULL,-1
7423,Histone deacetylase 10,Tclin,NULL,-1
7250,Histone deacetylase 3,Tclin,NULL,-1
7399,Histone deacetylase 6,Tclin,NULL,-1
7427,Histone deacetylase 8,Tclin,NULL,-1
7155,Histone H2AX,Tbio,NULL,-1
7415,Histone H4,Tbio,NULL,-1
9128,Histone-lysine N-methyltransferase 2A,Tbio,NULL,-1
8730,Histone-lysine N-methyltransferase 2C,Tbio,NULL,-1
8731,Histone-lysine N-methyltransferase 2D,Tbio,NULL,-1
5078,Histone-lysine N-methyltransferase EHMT2,Tchem,NULL,-1
5791,Histone-lysine N-methyltransferase EZH2,Tchem,NULL,-1
7799,Homeobox protein Hox-A10,Tbio,NULL,-1
